codigo,nombre_cuenta,imputable,is_group,nivel,codigo_padre,root_type
1.2.05.02.01.99.05,Otros edificios - Mejoras,S,0,7,1.2.05.02.01.99,Asset
1.2.05.02.01.99.06,Otros edificios - Porción terreno: valores de origen,S,0,7,1.2.05.02.01.99,Asset
1.2.05.02.01.99.07,Otros edificios - Porción terreno: revaluaciones,S,0,7,1.2.05.02.01.99,Asset
1.2.05.02.01.99.08,Otros edificios - Porción terreno: pérdidas por deterioro,S,0,7,1.2.05.02.01.99,Asset
1.2.05.02.01.99.09,Otros edificios - Porción terreno: mejoras,S,0,7,1.2.05.02.01.99,Asset
1.2.06,"Propiedades, planta y equipo neto",N,1,3,1.2,Asset
1.2.06.01,"Propiedades, planta y equipo neto no concesionados",N,1,4,1.2.06,Asset
1.2.06.01.01,Terrenos,N,1,5,1.2.06.01,Asset
1.2.06.01.01.01,Terrenos para construcción de edificios,N,1,6,1.2.06.01.01,Asset
1.2.06.01.01.01.01,Terrenos para construcción de edificios - Valores de origen,S,0,7,1.2.06.01.01.01,Asset
1.2.06.01.01.01.02,Terrenos para construcción de edificios - Revaluaciones,S,0,7,1.2.06.01.01.01,Asset
1.2.06.01.01.01.03,Terrenos para construcción de edificios - Pérdidas por deterioro,S,0,7,1.2.06.01.01.01,Asset
1.2.06.01.01.01.04,Terrenos para construcción de edificios - Mejoras,S,0,7,1.2.06.01.01.01,Asset
1.2.06.01.01.02,Terrenos para basureros,N,1,6,1.2.06.01.01,Asset
1.2.06.01.01.02.01,Terrenos para basureros - Valores de origen,S,0,7,1.2.06.01.01.02,Asset
1.2.06.01.01.02.02,Terrenos para basureros - Revaluaciones,S,0,7,1.2.06.01.01.02,Asset
1.2.06.01.01.02.03,Terrenos para basureros - Pérdidas por deterioro,S,0,7,1.2.06.01.01.02,Asset
1.2.06.01.01.02.04,Terrenos para basureros - Mejoras,S,0,7,1.2.06.01.01.02,Asset
1.2.06.01.01.03,Terrenos para cementerios,N,1,6,1.2.06.01.01,Asset
1.2.06.01.01.03.01,Terrenos para cementerios - Valores de origen,S,0,7,1.2.06.01.01.03,Asset
1.2.06.01.01.03.02,Terrenos para cementerios - Revaluaciones,S,0,7,1.2.06.01.01.03,Asset
1.2.06.01.01.03.03,Terrenos para cementerios - Pérdidas por deterioro,S,0,7,1.2.06.01.01.03,Asset
1.2.06.01.01.03.04,Terrenos para cementerios - Mejoras,S,0,7,1.2.06.01.01.03,Asset
1.2.06.01.01.04,Tierras y terrenos para cultivo,N,1,6,1.2.06.01.01,Asset
1.2.06.01.01.04.01,Tierras y terrenos para cultivo - Valores de origen,S,0,7,1.2.06.01.01.04,Asset
1.2.06.01.01.04.02,Tierras y terrenos para cultivo - Revaluaciones,S,0,7,1.2.06.01.01.04,Asset
1.2.06.01.01.04.03,Tierras y terrenos para cultivo - Pérdidas por deterioro,S,0,7,1.2.06.01.01.04,Asset
1.2.06.01.01.04.04,Tierras y terrenos para cultivo - Mejoras,S,0,7,1.2.06.01.01.04,Asset
1.2.06.01.02,Edificios,N,1,5,1.2.06.01,Asset
1.2.06.01.02.01,Edificios de oficinas y atención al público,N,1,6,1.2.06.01.02,Asset
1.2.06.01.02.01.01,Edificios de oficinas y atención al público - Valores de origen,S,0,7,1.2.06.01.02.01,Asset
1.2.06.01.02.01.02,Edificios de oficinas y atención al público - Revaluaciones,S,0,7,1.2.06.01.02.01,Asset
1.2.06.01.02.01.03,Edificios de oficinas y atención al público - Depreciaciones acumuladas,S,0,7,1.2.06.01.02.01,Asset
1.2.06.01.02.01.04,Edificios de oficinas y atención al público - Pérdidas por deterioro,S,0,7,1.2.06.01.02.01,Asset
1.2.06.01.02.01.05,Edificios de oficinas y atención al público - Mejoras,S,0,7,1.2.06.01.02.01,Asset
1.2.06.01.02.01.06,Edificios de oficinas y atención al público - Porción terreno: valores de origen,S,0,7,1.2.06.01.02.01,Asset
1.2.06.01.02.01.07,Edificios de oficinas y atención al público - Porción terreno: revaluaciones,S,0,7,1.2.06.01.02.01,Asset
1.2.06.01.02.01.08,Edificios de oficinas y atención al público - Porción terreno: pérdidas por deterioro,S,0,7,1.2.06.01.02.01,Asset
1.2.06.01.02.01.09,Edificios de oficinas y atención al público - Porción terrero: mejoras,S,0,7,1.2.06.01.02.01,Asset
1.2.06.01.02.02,Hospitales,N,1,6,1.2.06.01.02,Asset
1.2.06.01.02.02.01,Hospitales - Valores de origen 1.2.06.01.02.02.02 Hospitales - Revaluaciones                                                                    S 1.2.06.01.02.02.03 Hospitales - Depreciaciones acumuladas                                                 S,S,0,7,1.2.06.01.02.02,Asset
1.2.06.01.02.02.04,Hospitales - Pérdidas por deterioro,S,0,7,1.2.06.01.02.02,Asset
1.2.06.01.02.02.05,Hospitales - Mejoras,S,0,7,1.2.06.01.02.02,Asset
1.2.06.01.02.02.06,Hospitales - Porción terreno: valores de origen,S,0,7,1.2.06.01.02.02,Asset
1.2.06.01.02.02.07,Hospitales - Porción terreno: revaluaciones,S,0,7,1.2.06.01.02.02,Asset
1.2.06.01.02.02.08,Hospitales - Porción terreno: pérdidas por deterioro,S,0,7,1.2.06.01.02.02,Asset
1.2.06.01.02.02.09,Hospitales - Porción terrero: mejoras,S,0,7,1.2.06.01.02.02,Asset
1.2.06.01.02.03,Viviendas,N,1,6,1.2.06.01.02,Asset
1.2.06.01.02.03.01,Viviendas - Valores de origen,S,0,7,1.2.06.01.02.03,Asset
1.2.06.01.02.03.02,Viviendas - Revaluaciones,S,0,7,1.2.06.01.02.03,Asset
1.2.06.01.02.03.03,Viviendas - Depreciaciones acumuladas,S,0,7,1.2.06.01.02.03,Asset
1.2.06.01.02.03.04,Viviendas - Pérdidas por deterioro,S,0,7,1.2.06.01.02.03,Asset
1.2.06.01.02.03.05,Viviendas - Mejoras,S,0,7,1.2.06.01.02.03,Asset
1.2.06.01.02.03.06,Viviendas - Porción terreno: valores de origen,S,0,7,1.2.06.01.02.03,Asset
1.2.06.01.02.03.07,Viviendas - Porción terreno: revaluaciones,S,0,7,1.2.06.01.02.03,Asset
1.2.06.01.02.03.08,Viviendas - Porción terreno: pérdidas por deterioro,S,0,7,1.2.06.01.02.03,Asset
1.2.06.01.02.03.09,Viviendas - Porción terrero: mejoras,S,0,7,1.2.06.01.02.03,Asset
1.2.06.01.02.04,Locales comerciales,N,1,6,1.2.06.01.02,Asset
1.2.06.01.02.04.01,Locales comerciales - Valores de origen,S,0,7,1.2.06.01.02.04,Asset
1.2.06.01.02.04.02,Locales comerciales - Revaluaciones,S,0,7,1.2.06.01.02.04,Asset
1.2.06.01.02.04.03,Locales comerciales - Depreciaciones acumuladas,S,0,7,1.2.06.01.02.04,Asset
1.2.06.01.02.04.04,Locales comerciales - Pérdidas por deterioro,S,0,7,1.2.06.01.02.04,Asset
1.2.06.01.02.04.05,Locales comerciales - Mejoras,S,0,7,1.2.06.01.02.04,Asset
1.2.06.01.02.04.06,Locales comerciales - Porción terreno: valores de origen,S,0,7,1.2.06.01.02.04,Asset
1.2.06.01.02.04.07,Locales comerciales - Porción terreno: revaluaciones,S,0,7,1.2.06.01.02.04,Asset
1.2.06.01.02.04.08,Locales comerciales - Porción terreno: pérdidas por deterioro,S,0,7,1.2.06.01.02.04,Asset
1.2.06.01.02.04.09,Locales comerciales - Porción terrero: mejoras,S,0,7,1.2.06.01.02.04,Asset
1.2.06.01.02.05,Puertos y aeropuertos,N,1,6,1.2.06.01.02,Asset
1.2.06.01.02.05.01,Puertos y aeropuertos - Valores de origen,S,0,7,1.2.06.01.02.05,Asset
1.2.06.01.02.05.02,Puertos y aeropuertos - Revaluaciones,S,0,7,1.2.06.01.02.05,Asset
1.2.06.01.02.05.03,Puertos y aeropuertos - Depreciaciones acumuladas,S,0,7,1.2.06.01.02.05,Asset
1.2.06.01.02.05.04,Puertos y aeropuertos - Pérdidas por deterioro,S,0,7,1.2.06.01.02.05,Asset
1.2.06.01.02.05.05,Puertos y aeropuertos - Mejoras,S,0,7,1.2.06.01.02.05,Asset
1.2.06.01.02.05.06,Puertos y aeropuertos - Porción terreno: valores de origen,S,0,7,1.2.06.01.02.05,Asset
1.2.06.01.02.05.07,Puertos y aeropuertos - Porción terreno: revaluaciones,S,0,7,1.2.06.01.02.05,Asset
1.2.06.01.02.05.08,Puertos y aeropuertos - Porción terreno: pérdidas por deterioro,S,0,7,1.2.06.01.02.05,Asset
1.2.06.01.02.05.09,Puertos y aeropuertos - Porción terrero: mejoras,S,0,7,1.2.06.01.02.05,Asset
1.2.06.01.02.06,Bibliotecas y centros de información,N,1,6,1.2.06.01.02,Asset
1.2.06.01.02.06.01,Bibliotecas y centros de información - Valores de origen,S,0,7,1.2.06.01.02.06,Asset
1.2.06.01.02.06.02,Bibliotecas y centros de información - Revaluaciones,S,0,7,1.2.06.01.02.06,Asset
1.2.06.01.02.06.03,Bibliotecas y centros de información - Depreciaciones acumuladas,S,0,7,1.2.06.01.02.06,Asset
1.2.06.01.02.06.04,Bibliotecas y centros de información - Pérdidas por deterioro,S,0,7,1.2.06.01.02.06,Asset
1.2.06.01.02.06.05,Bibliotecas y centros de información - Mejoras,S,0,7,1.2.06.01.02.06,Asset
1.2.06.01.02.06.06,Bibliotecas y centros de información - Porción terreno: valores de origen,S,0,7,1.2.06.01.02.06,Asset
1.2.06.01.02.06.07,Bibliotecas y centros de información - Porción terreno: revaluaciones,S,0,7,1.2.06.01.02.06,Asset
1.2.06.01.02.06.08,Bibliotecas y centros de información - Porción terreno: pérdidas por deterioro,S,0,7,1.2.06.01.02.06,Asset
1.2.06.01.02.06.09,Bibliotecas y centros de información - Porción terrero: mejoras,S,0,7,1.2.06.01.02.06,Asset
1.2.06.01.02.07,"Centros de enseñanza, formación y educación",N,1,6,1.2.06.01.02,Asset
1.2.06.01.02.07.01,"Centros de enseñanza, formación y educación - Valores de origen",S,0,7,1.2.06.01.02.07,Asset
1.2.06.01.02.07.02,"Centros de enseñanza, formación y educación - Revaluaciones",S,0,7,1.2.06.01.02.07,Asset
1.2.06.01.02.07.03,"Centros de enseñanza, formación y educación - Depreciaciones acumuladas",S,0,7,1.2.06.01.02.07,Asset
1.2.06.01.02.07.04,"Centros de enseñanza, formación y educación - Pérdidas por deterioro",S,0,7,1.2.06.01.02.07,Asset
1.2.06.01.02.07.05,"Centros de enseñanza, formación y educación - Mejoras 1.2.06.01.02.07.06 Centros de enseñanza, formación y educación - Porción terreno: valores de origen       S 1.2.06.01.02.07.07 Centros de enseñanza, formación y educación - Porción terreno: revaluaciones                  S",S,0,7,1.2.06.01.02.07,Asset
1.2.06.01.02.07.08,"Centros de enseñanza, formación y educación - Porción terreno: pérdidas por deterioro",S,0,7,1.2.06.01.02.07,Asset
1.2.06.01.02.07.09,"Centros de enseñanza, formación y educación - Porción terrero: mejoras",S,0,7,1.2.06.01.02.07,Asset
1.2.06.01.02.08,Granjas y establecimientos agropecuarios,N,1,6,1.2.06.01.02,Asset
1.2.06.01.02.08.01,Granjas y establecimientos agropecuarios - Valores de origen,S,0,7,1.2.06.01.02.08,Asset
1.2.06.01.02.08.02,Granjas y establecimientos agropecuarios - Revaluaciones,S,0,7,1.2.06.01.02.08,Asset
1.2.06.01.02.08.03,Granjas y establecimientos agropecuarios - Depreciaciones acumuladas,S,0,7,1.2.06.01.02.08,Asset
1.2.06.01.02.08.04,Granjas y establecimientos agropecuarios - Pérdidas por deterioro,S,0,7,1.2.06.01.02.08,Asset
1.2.06.01.02.08.05,Granjas y establecimientos agropecuarios - Mejoras,S,0,7,1.2.06.01.02.08,Asset
1.2.06.01.02.08.06,Granjas y establecimientos agropecuarios - Porción terreno: valores de origen,S,0,7,1.2.06.01.02.08,Asset
1.2.06.01.02.08.07,Granjas y establecimientos agropecuarios - Porción terreno: revaluaciones,S,0,7,1.2.06.01.02.08,Asset
1.2.06.01.02.08.08,Granjas y establecimientos agropecuarios - Porción terreno: pérdidas por deterioro,S,0,7,1.2.06.01.02.08,Asset
1.2.06.01.02.08.09,Granjas y establecimientos agropecuarios - Porción terrero: mejoras,S,0,7,1.2.06.01.02.08,Asset
1.2.06.01.02.09,Hoteles y centros de alojamiento,N,1,6,1.2.06.01.02,Asset
1.2.06.01.02.09.01,Hoteles y centros de alojamiento - Valores de origen,S,0,7,1.2.06.01.02.09,Asset
1.2.06.01.02.09.02,Hoteles y centros de alojamiento - Revaluaciones,S,0,7,1.2.06.01.02.09,Asset
1.2.06.01.02.09.03,Hoteles y centros de alojamiento - Depreciaciones acumuladas,S,0,7,1.2.06.01.02.09,Asset
1.2.06.01.02.09.04,Hoteles y centros de alojamiento - Pérdidas por deterioro,S,0,7,1.2.06.01.02.09,Asset
1.2.06.01.02.09.05,Hoteles y centros de alojamiento - Mejoras,S,0,7,1.2.06.01.02.09,Asset
1.2.06.01.02.09.06,Hoteles y centros de alojamiento - Porción terreno: valores de origen,S,0,7,1.2.06.01.02.09,Asset
1.2.06.01.02.09.07,Hoteles y centros de alojamiento - Porción terreno: revaluaciones,S,0,7,1.2.06.01.02.09,Asset
1.2.06.01.02.09.08,Hoteles y centros de alojamiento - Porción terreno: pérdidas por deterioro,S,0,7,1.2.06.01.02.09,Asset
1.2.06.01.02.09.09,Hoteles y centros de alojamiento - Porción terrero: mejoras,S,0,7,1.2.06.01.02.09,Asset
1.2.06.01.03,Bienes no concesionados en proceso de producción,N,1,5,1.2.06.01,Asset
1.2.06.01.03.01,Obras para edificación residencial (viviendas),S,0,6,1.2.06.01.03,Asset
1.2.06.01.03.02,Obras para edificación no residencial,S,0,6,1.2.06.01.03,Asset
1.2.06.01.03.03,Obras para edificación de otras estructuras,S,0,6,1.2.06.01.03,Asset
1.2.06.01.03.04,Mejoras de tierras y terrenos,S,0,6,1.2.06.01.03,Asset
1.2.06.01.03.05,Obras hidráulicas y sanitarias,S,0,6,1.2.06.01.03,Asset
1.2.06.01.03.06,Obras de energía,S,0,6,1.2.06.01.03,Asset
1.2.06.01.03.07,Obras de telecomunicaciones,S,0,6,1.2.06.01.03,Asset
1.2.06.01.03.08,Infraestructura terrestre y obras anexas,S,0,6,1.2.06.01.03,Asset
1.2.06.01.03.09,Infraestructura marítima y aérea,S,0,6,1.2.06.01.03,Asset
1.2.06.01.03.10,Infraestructura y plantaciones agrícolas,S,0,6,1.2.06.01.03,Asset
1.2.06.01.03.11,Obras urbanísticas,S,0,6,1.2.06.01.03,Asset
1.2.06.01.03.12,Obras en cementerios,S,0,6,1.2.06.01.03,Asset
1.2.06.01.03.13,"Obras en plantas industriales, hidrocarburos y minas",S,0,6,1.2.06.01.03,Asset
1.2.06.01.03.14,Bienes de la propiedad intelectual,S,0,6,1.2.06.01.03,Asset
1.2.06.01.03.15,Bienes Intangibles,S,0,6,1.2.06.01.03,Asset
1.2.06.01.03.16,Proyectos de inversión institucional,S,0,6,1.2.06.01.03,Asset
1.2.06.01.03.99,Otros no clasificados precedentemente,S,0,6,1.2.06.01.03,Asset
1.2.06.01.04,"Equipos, mobiliario de oficina y alojamiento",N,1,5,1.2.06.01,Asset
1.2.06.01.04.01,Muebles de oficina y estantería,N,1,6,1.2.06.01.04,Asset
1.2.06.01.04.01.01,Muebles de oficina y estantería - Valores de origen,S,0,7,1.2.06.01.04.01,Asset
1.2.06.01.04.01.02,Muebles de oficina y estantería - Revaluaciones,S,0,7,1.2.06.01.04.01,Asset
1.2.06.01.04.01.03,Muebles de oficina y estantería - Depreciaciones acumuladas,S,0,7,1.2.06.01.04.01,Asset
1.2.06.01.04.01.04,Muebles de oficina y estantería - Pérdidas por deterioro,S,0,7,1.2.06.01.04.01,Asset
1.2.06.01.04.01.05,Muebles de oficina y estantería - Mejoras,S,0,7,1.2.06.01.04.01,Asset
1.2.06.01.04.02,Muebles de alojamiento,N,1,6,1.2.06.01.04,Asset
1.2.06.01.04.02.01,Muebles de alojamiento - Valores de origen,S,0,7,1.2.06.01.04.02,Asset
1.2.06.01.04.02.02,Muebles de alojamiento - Revaluaciones,S,0,7,1.2.06.01.04.02,Asset
1.2.06.01.04.02.03,Muebles de alojamiento - Depreciaciones acumuladas,S,0,7,1.2.06.01.04.02,Asset
1.2.06.01.04.02.04,Muebles de alojamiento - Pérdidas por deterioro 1.2.06.01.04.02.05 Muebles de alojamiento - Mejoras                                                              S,S,0,7,1.2.06.01.04.02,Asset
1.2.06.01.04.03,Equipos de cómputo,N,1,6,1.2.06.01.04,Asset
1.2.06.01.04.03.01,Equipos de cómputo - Valores de origen,S,0,7,1.2.06.01.04.03,Asset
1.2.06.01.04.03.02,Equipos de cómputo - Revaluaciones.,S,0,7,1.2.06.01.04.03,Asset
1.2.06.01.04.03.03,Equipos de cómputo - Depreciaciones acumuladas,S,0,7,1.2.06.01.04.03,Asset
1.2.06.01.04.03.04,Equipos de cómputo - Pérdidas por deterioro,S,0,7,1.2.06.01.04.03,Asset
1.2.06.01.04.03.05,Equipos de cómputo - Mejoras,S,0,7,1.2.06.01.04.03,Asset
1.2.06.01.04.04,Electrodomésticos,N,1,6,1.2.06.01.04,Asset
1.2.06.01.04.04.01,Electrodomésticos - Valores de origen,S,0,7,1.2.06.01.04.04,Asset
1.2.06.01.04.04.02,Electrodomésticos - Revaluaciones,S,0,7,1.2.06.01.04.04,Asset
1.2.06.01.04.04.03,Electrodomésticos - Depreciaciones acumuladas,S,0,7,1.2.06.01.04.04,Asset
1.2.06.01.04.04.04,Electrodomésticos - Pérdidas por deterioro,S,0,7,1.2.06.01.04.04,Asset
1.2.06.01.04.04.05,Electrodomésticos - Mejoras,S,0,7,1.2.06.01.04.04,Asset
1.2.06.01.04.99,Otros equipos y mobiliario de oficina y alojamiento,N,1,6,1.2.06.01.04,Asset
1.2.06.01.04.99.01,Otros equipos y mobiliario de oficina y alojamiento - Valores de origen,S,0,7,1.2.06.01.04.99,Asset
1.2.06.01.04.99.02,Otros equipos y mobiliario de oficina y alojamiento - Revaluaciones,S,0,7,1.2.06.01.04.99,Asset
1.2.06.01.04.99.03,Otros equipos y mobiliario de oficina y alojamiento - Depreciaciones acumuladas,S,0,7,1.2.06.01.04.99,Asset
1.2.06.01.04.99.04,Otros equipos y mobiliario de oficina y alojamiento - Pérdidas por deterioro,S,0,7,1.2.06.01.04.99,Asset
1.2.06.01.04.99.05,Otros equipos y mobiliario de oficina y alojamiento - Mejoras,S,0,7,1.2.06.01.04.99,Asset
1.2.06.01.05,"Equipos y mobiliario educacional, deportivo y recreativo",N,1,5,1.2.06.01,Asset
1.2.06.01.05.01,Equipos y aparatos audiovisuales,N,1,6,1.2.06.01.05,Asset
1.2.06.01.05.01.01,Equipos y aparatos audiovisuales - Valores de origen,S,0,7,1.2.06.01.05.01,Asset
1.2.06.01.05.01.02,Equipos y aparatos audiovisuales - Revaluaciones,S,0,7,1.2.06.01.05.01,Asset
1.2.06.01.05.01.03,Equipos y aparatos audiovisuales - Depreciaciones acumuladas,S,0,7,1.2.06.01.05.01,Asset
1.2.06.01.05.01.04,Equipos y aparatos audiovisuales - Pérdidas por deterioro,S,0,7,1.2.06.01.05.01,Asset
1.2.06.01.05.01.05,Equipos y aparatos audiovisuales - Mejoras,S,0,7,1.2.06.01.05.01,Asset
1.2.06.01.05.02,Aparatos deportivos,N,1,6,1.2.06.01.05,Asset
1.2.06.01.05.02.01,Aparatos deportivos - Valores de origen,S,0,7,1.2.06.01.05.02,Asset
1.2.06.01.05.02.02,Aparatos deportivos - Revaluaciones,S,0,7,1.2.06.01.05.02,Asset
1.2.06.01.05.02.03,Aparatos deportivos - Depreciaciones acumuladas,S,0,7,1.2.06.01.05.02,Asset
1.2.06.01.05.02.04,Aparatos deportivos - Pérdidas por deterioro,S,0,7,1.2.06.01.05.02,Asset
1.2.06.01.05.02.05,Aparatos deportivos - Mejoras,S,0,7,1.2.06.01.05.02,Asset
1.2.06.01.05.03,Cámaras fotográficas y de video,N,1,6,1.2.06.01.05,Asset
1.2.06.01.05.03.01,Cámaras fotográficas y de video - Valores de origen,S,0,7,1.2.06.01.05.03,Asset
1.2.06.01.05.03.02,Cámaras fotográficas y de video - Revaluaciones,S,0,7,1.2.06.01.05.03,Asset
1.2.06.01.05.03.03,Cámaras fotográficas y de video - Depreciaciones acumuladas,S,0,7,1.2.06.01.05.03,Asset
1.2.06.01.05.03.04,Cámaras fotográficas y de video - Pérdidas por deterioro,S,0,7,1.2.06.01.05.03,Asset
1.2.06.01.05.03.05,Cámaras fotográficas y de video - Mejoras,S,0,7,1.2.06.01.05.03,Asset
1.2.06.01.05.99,"Otros equipos y mobiliario educacional, deportivo y recreativo",N,1,6,1.2.06.01.05,Asset
1.2.06.01.05.99.01,"Otros equipos y mobiliario educacional, deportivo y recreativo - Valores de origen",S,0,7,1.2.06.01.05.99,Asset
1.2.06.01.05.99.02,"Otros equipos y mobiliario educacional, deportivo y recreativo - Revaluaciones",S,0,7,1.2.06.01.05.99,Asset
1.2.06.01.05.99.03,"Otros equipos y mobiliario educacional, deportivo y recreativo - Depreciaciones acumuladas",S,0,7,1.2.06.01.05.99,Asset
1.2.06.01.05.99.04,"Otros equipos y mobiliario educacional, deportivo y recreativo - Pérdidas por deterioro",S,0,7,1.2.06.01.05.99,Asset
1.2.06.01.05.99.05,"Otros equipos y mobiliario educacional, deportivo y recreativo - Mejoras",S,0,7,1.2.06.01.05.99,Asset
1.2.06.01.06,"Equipo e instrumental médico, científico y de laboratorio",N,1,5,1.2.06.01,Asset
1.2.06.01.06.01,Equipo médico y de laboratorio,N,1,6,1.2.06.01.06,Asset
1.2.06.01.06.01.01,Equipo médico y de laboratorio - Valores de origen,S,0,7,1.2.06.01.06.01,Asset
1.2.06.01.06.01.02,Equipo médico y de laboratorio - Revaluaciones,S,0,7,1.2.06.01.06.01,Asset
1.2.06.01.06.01.03,Equipo médico y de laboratorio- Depreciaciones acumuladas,S,0,7,1.2.06.01.06.01,Asset
1.2.06.01.06.01.04,Equipo médico y de laboratorio- Pérdidas por deterioro,S,0,7,1.2.06.01.06.01,Asset
1.2.06.01.06.01.05,Equipo médico y de laboratorio - Mejoras,S,0,7,1.2.06.01.06.01,Asset
1.2.06.01.06.02,Instrumental médico y de laboratorio,N,1,6,1.2.06.01.06,Asset
1.2.06.01.06.02.01,Instrumental médico y de laboratorio - Valores de origen,S,0,7,1.2.06.01.06.02,Asset
1.2.06.01.06.02.02,Instrumental médico y de laboratorio - Revaluaciones 1.2.06.01.06.02.03 Instrumental médico y de laboratorio - Depreciaciones acumuladas                                   S 1.2.06.01.06.02.04 Instrumental médico y de laboratorio - Pérdidas por deterioro                         S,S,0,7,1.2.06.01.06.02,Asset
1.2.06.01.06.02.05,Instrumental médico y de laboratorio - Mejoras,S,0,7,1.2.06.01.06.02,Asset
1.2.06.01.06.03,Equipo veterinario,N,1,6,1.2.06.01.06,Asset
1.2.06.01.06.03.01,Equipo veterinario - Valores de origen,S,0,7,1.2.06.01.06.03,Asset
1.2.06.01.06.03.02,Equipo veterinario- Revaluaciones,S,0,7,1.2.06.01.06.03,Asset
1.2.06.01.06.03.03,Equipo veterinario - Depreciaciones acumuladas,S,0,7,1.2.06.01.06.03,Asset
1.2.06.01.06.03.04,Equipo veterinario- Pérdidas por deterioro,S,0,7,1.2.06.01.06.03,Asset
1.2.06.01.06.03.05,Equipo veterinario - Mejoras,S,0,7,1.2.06.01.06.03,Asset
1.2.06.01.06.04,Equipo meteorológico y sismológico,N,1,6,1.2.06.01.06,Asset
1.2.06.01.06.04.01,Equipo meteorológico y sismológico - Valores de Origen.,S,0,7,1.2.06.01.06.04,Asset
1.2.06.01.06.04.02,Equipo meteorológico y sismológico - Revaluaciones.,S,0,7,1.2.06.01.06.04,Asset
1.2.06.01.06.04.03,Equipo meteorológico y sismológico - Depreciaciones acumuladas,S,0,7,1.2.06.01.06.04,Asset
1.2.06.01.06.04.04,Equipo meteorológico y sismológico- Pérdidas por deterioro,S,0,7,1.2.06.01.06.04,Asset
1.2.06.01.06.04.05,Equipo meteorológico y sismológico - Mejoras,S,0,7,1.2.06.01.06.04,Asset
1.2.06.01.06.99,Otros equipos científicos y de laboratorio,N,1,6,1.2.06.01.06,Asset
1.2.06.01.06.99.01,Otros equipos científicos y de laboratorio - Valores de origen,S,0,7,1.2.06.01.06.99,Asset
1.2.06.01.06.99.02,Otros equipos científicos y de laboratorio - Revaluaciones,S,0,7,1.2.06.01.06.99,Asset
1.2.06.01.06.99.03,Otros equipos científicos y de laboratorio - Depreciaciones acumuladas,S,0,7,1.2.06.01.06.99,Asset
1.2.06.01.06.99.04,Otros equipos científicos y de laboratorio - Pérdidas por deterioro,S,0,7,1.2.06.01.06.99,Asset
1.2.06.01.06.99.05,Otros equipos científicos y de laboratorio - Mejoras,S,0,7,1.2.06.01.06.99,Asset
1.2.06.01.07,"Equipos de transporte, tracción y elevación",N,1,5,1.2.06.01,Asset
1.2.06.01.07.01,Automóviles y camiones,N,1,6,1.2.06.01.07,Asset
1.2.06.01.07.01.01,Automóviles y camiones - Valores de origen,S,0,7,1.2.06.01.07.01,Asset
1.2.06.01.07.01.02,Automóviles y camiones - Revaluaciones,S,0,7,1.2.06.01.07.01,Asset
1.2.06.01.07.01.03,Automóviles y camiones - Depreciaciones acumuladas,S,0,7,1.2.06.01.07.01,Asset
1.2.06.01.07.01.04,Automóviles y camiones - Pérdidas por deterioro,S,0,7,1.2.06.01.07.01,Asset
1.2.06.01.07.01.05,Automóviles y camiones - Mejoras,S,0,7,1.2.06.01.07.01,Asset
1.2.06.01.07.02,Carrocerías y remolques,N,1,6,1.2.06.01.07,Asset
1.2.06.01.07.02.01,Carrocerías y remolques - Valores de origen,S,0,7,1.2.06.01.07.02,Asset
1.2.06.01.07.02.02,Carrocerías y remolques - Revaluaciones,S,0,7,1.2.06.01.07.02,Asset
1.2.06.01.07.02.03,Carrocerías y remolques - Depreciaciones acumuladas,S,0,7,1.2.06.01.07.02,Asset
1.2.06.01.07.02.04,Corroerías y remolques - Pérdidas por deterioro,S,0,7,1.2.06.01.07.02,Asset
1.2.06.01.07.02.05,Carrocerías y remolques - Mejoras,S,0,7,1.2.06.01.07.02,Asset
1.2.06.01.07.03,Motocicletas,N,1,6,1.2.06.01.07,Asset
1.2.06.01.07.03.01,Motocicletas - Valores de origen,S,0,7,1.2.06.01.07.03,Asset
1.2.06.01.07.03.02,Motocicletas - Revaluaciones,S,0,7,1.2.06.01.07.03,Asset
1.2.06.01.07.03.03,Motocicletas - Depreciaciones acumuladas,S,0,7,1.2.06.01.07.03,Asset
1.2.06.01.07.03.04,Motocicletas - Pérdidas por deterioro,S,0,7,1.2.06.01.07.03,Asset
1.2.06.01.07.03.05,Motocicletas - Mejoras,S,0,7,1.2.06.01.07.03,Asset
1.2.06.01.07.04,Aeronaves,N,1,6,1.2.06.01.07,Asset
1.2.06.01.07.04.01,Aeronaves - Valores de origen,S,0,7,1.2.06.01.07.04,Asset
1.2.06.01.07.04.02,Aeronaves - Revaluaciones,S,0,7,1.2.06.01.07.04,Asset
1.2.06.01.07.04.03,Aeronaves - Depreciaciones acumuladas,S,0,7,1.2.06.01.07.04,Asset
1.2.06.01.07.04.04,Aeronaves - Pérdidas por deterioro,S,0,7,1.2.06.01.07.04,Asset
1.2.06.01.07.04.05,Aeronaves - Mejoras,S,0,7,1.2.06.01.07.04,Asset
1.2.06.01.07.05,Equipos de transporte ferroviario,N,1,6,1.2.06.01.07,Asset
1.2.06.01.07.05.01,Equipos de transporte ferroviario - Valores de origen,S,0,7,1.2.06.01.07.05,Asset
1.2.06.01.07.05.02,Equipos de transporte ferroviario - Revaluaciones,S,0,7,1.2.06.01.07.05,Asset
1.2.06.01.07.05.03,Equipos de transporte ferroviario - Depreciaciones acumuladas,S,0,7,1.2.06.01.07.05,Asset
