codigo,nombre_cuenta,imputable,is_group,nivel,codigo_padre,root_type
1.1.04.06.03.99,Cuentas por cobrar por otros ingresos con contraprestación cobrar en gestión judicial - Pérdidas por deterioro,S,0,6,1.1.04.06.03,Asset
1.1.04.06.04,Préstamos otorgados en gestión judicial,N,1,5,1.1.04.06,Asset
1.1.04.06.04.01,Préstamos otorgados en gestión judicial - Capital,S,0,6,1.1.04.06.04,Asset
1.1.04.06.04.99,Préstamos otorgados en gestión judicial - Pérdidas por deterioro,S,0,6,1.1.04.06.04,Asset
1.1.04.06.05,Deudores por avales en gestión judicial,N,1,5,1.1.04.06,Asset
1.1.04.06.05.01,Deudores por avales en gestión judicial - Capital,S,0,6,1.1.04.06.05,Asset
1.1.04.06.05.99,Deudores por avales en gestión judicial - Pérdidas por deterioro,S,0,6,1.1.04.06.05,Asset
1.1.04.06.99,Cuentas por cobrar por otros ingresos sin contraprestación a cobrar en gestión judicial,N,1,5,1.1.04.06,Asset
1.1.04.06.99.01,Cuentas por cobrar por otros ingresos sin contraprestación en gestión judicial - Capital,S,0,6,1.1.04.06.99,Asset
1.1.04.06.99.99,Cuentas por cobrar por otros ingresos sin contraprestación en gestión judicial - Pérdidas por deterioro,S,0,6,1.1.04.06.99,Asset
1.1.04.07,Pagos anticipados a corto plazo,N,1,4,1.1.04,Asset
1.1.04.07.01,Anticipos a proveedores y contratistas del sector privado interno c/p,N,1,5,1.1.04.07,Asset
1.1.04.07.01.01,Anticipos a proveedores y contratistas del sector privado interno c/p,S,0,6,1.1.04.07.01,Asset
1.1.04.07.01.99,Anticipos a proveedores y contratistas del sector privado interno c/p - Pérdidas por deterioro,S,0,6,1.1.04.07.01,Asset
1.1.04.07.02,Anticipos financieros al sector público interno c/p,N,1,5,1.1.04.07,Asset
1.1.04.07.02.01,Anticipos financieros a la Administración Central c/p,N,1,6,1.1.04.07.02,Asset
1.1.04.07.02.01.01,Anticipos financieros a la Administración Central c/p,S,0,7,1.1.04.07.02.01,Asset
1.1.04.07.02.01.99,Anticipos financieros a la Administración Central c/p - Pérdidas por deterioro,S,0,7,1.1.04.07.02.01,Asset
1.1.04.07.02.02,Anticipos financieros a Instituciones Públicas Descentralizadas y Autónomas c/p 1.1.04.07.02.02.01 Anticipos financieros a Instituciones Públicas Descentralizadas y Autónomas c/p                                  S,N,1,6,1.1.04.07.02,Asset
1.1.04.07.02.02.99,Anticipos financieros a Instituciones Públicas Descentralizadas y Autónomas c/p - Pérdidas por deterioro,S,0,7,1.1.04.07.02.02,Asset
1.1.04.07.02.03,Anticipos financieros a Instituciones de la Seguridad Social c/p,N,1,6,1.1.04.07.02,Asset
1.1.04.07.02.03.01,Anticipos financieros a Instituciones de la Seguridad Social c/p,S,0,7,1.1.04.07.02.03,Asset
1.1.04.07.02.03.99,Anticipos financieros a Instituciones de la Seguridad Social c/p - Pérdidas por deterioro,S,0,7,1.1.04.07.02.03,Asset
1.1.04.07.02.04,Anticipos financieros a Gobiernos Centrales Municipales c/p,N,1,6,1.1.04.07.02,Asset
1.1.04.07.02.04.01,Anticipos financieros a Gobiernos Centrales Municipales c/p,S,0,7,1.1.04.07.02.04,Asset
1.1.04.07.02.04.99,Anticipos financieros a Gobiernos Centrales Municipales c/p - Pérdidas por deterioro,S,0,7,1.1.04.07.02.04,Asset
1.1.04.07.02.05,Anticipos financieros a otras Instituciones de Gobiernos Municipales c/p,N,1,6,1.1.04.07.02,Asset
1.1.04.07.02.05.01,Anticipos financieros a otras Instituciones de Gobiernos Municipales c/p,S,0,7,1.1.04.07.02.05,Asset
1.1.04.07.02.05.99,Anticipos financieros a otras Instituciones de Gobiernos Municipales c/p - Pérdidas por deterioro,S,0,7,1.1.04.07.02.05,Asset
1.1.04.07.02.06,Anticipos financieros a Empresas Públicas no Financieras c/p,N,1,6,1.1.04.07.02,Asset
1.1.04.07.02.06.01,Anticipos financieros a Empresas Públicas no Financieras c/p,S,0,7,1.1.04.07.02.06,Asset
1.1.04.07.02.06.99,Anticipos financieros a Empresas Públicas no Financieras c/p - Pérdidas por deterioro,S,0,7,1.1.04.07.02.06,Asset
1.1.04.07.02.07,Anticipos financieros a Instituciones Públicas Financieras c/p,N,1,6,1.1.04.07.02,Asset
1.1.04.07.02.07.01,Anticipos financieros a Instituciones Públicas Financieras c/p,S,0,7,1.1.04.07.02.07,Asset
1.1.04.07.02.07.99,Anticipos financieros a Instituciones Públicas Financieras c/p - Pérdidas por deterioro,S,0,7,1.1.04.07.02.07,Asset
1.1.04.07.02.99,Anticipos financieros a otras entidades del sector público interno c/p,N,1,6,1.1.04.07.02,Asset
1.1.04.07.02.99.01,Anticipos financieros a otras entidades del sector público interno c/p,S,0,7,1.1.04.07.02.99,Asset
1.1.04.07.02.99.99,Anticipos financieros a otras entidades del sector público interno c/p - Pérdidas por deterioro,S,0,7,1.1.04.07.02.99,Asset
1.1.04.07.03,Anticipos financieros al sector externo c/p,N,1,5,1.1.04.07,Asset
1.1.04.07.03.01,Anticipos financieros a gobiernos extranjeros c/p,N,1,6,1.1.04.07.03,Asset
1.1.04.07.03.01.01,Anticipos financieros a gobiernos extranjeros c/p,S,0,7,1.1.04.07.03.01,Asset
1.1.04.07.03.01.99,Anticipos financieros a gobiernos extranjeros c/p - Pérdidas por deterioro,S,0,7,1.1.04.07.03.01,Asset
1.1.04.07.03.02,Anticipos financieros a organismos financieros internacionales c/p,N,1,6,1.1.04.07.03,Asset
1.1.04.07.03.02.01,Anticipos financieros a organismos financieros internacionales c/p,S,0,7,1.1.04.07.03.02,Asset
1.1.04.07.03.02.99,Anticipos financieros a organismos financieros internacionales c/p - Pérdidas por deterioro,S,0,7,1.1.04.07.03.02,Asset
1.1.04.07.03.98,Anticipos financieros a otras unidades del sector externo financiero c/p,N,1,6,1.1.04.07.03,Asset
1.1.04.07.03.98.01,Anticipos financieros a otras unidades del sector externo financiero c/p,S,0,7,1.1.04.07.03.98,Asset
1.1.04.07.03.98.99,Anticipos financieros a otras unidades del sector externo financiero c/p - Pérdidas por deterioro,S,0,7,1.1.04.07.03.98,Asset
1.1.04.07.03.99,Anticipos financieros a otras unidades del sector externo no financiero c/p,N,1,6,1.1.04.07.03,Asset
1.1.04.07.03.99.01,Anticipos financieros a otras unidades del sector externo no financiero c/p,S,0,7,1.1.04.07.03.99,Asset
1.1.04.07.03.99.99,Anticipos financieros a otras unidades del sector externo no financiero c/p - Pérdidas por deterioro,S,0,7,1.1.04.07.03.99,Asset
1.1.04.08,Cuentas por cobrar por ingresos sin contraprestación a corto plazo,N,1,4,1.1.04,Asset
1.1.04.08.01,"Cuentas por cobrar por ingresos sin contraprestación, sector privado a c/p",N,1,5,1.1.04.08,Asset
1.1.04.08.01.01,"Cuentas por cobrar por ingresos sin contraprestación, sector privado c/p - Capital",S,0,6,1.1.04.08.01,Asset
1.1.04.08.01.99,"Cuentas por cobrar ingresos sin contraprestación, sector privado c/p - Pérdidas por deterioro",S,0,6,1.1.04.08.01,Asset
1.1.04.08.02,"Cuentas por cobrar por ingresos sin contraprestación, sector privado a c/p",N,1,5,1.1.04.08,Asset
1.1.04.08.02.01,"Cuentas por cobrar por ingresos sin contraprestación, sector público c/p - Capital",S,0,6,1.1.04.08.02,Asset
1.1.04.08.02.99,"Cuentas por cobrar ingresos sin contraprestación, sector público c/p - Pérdidas por deterioro",S,0,6,1.1.04.08.02,Asset
1.1.04.08.03,"Cuentas por cobrar por ingresos sin contraprestación, sector externo a c/p",N,1,5,1.1.04.08,Asset
1.1.04.08.03.01,"Cuentas por cobrar por ingresos sin contraprestación, sector externo c/p - Capital",S,0,6,1.1.04.08.03,Asset
1.1.04.08.03.99,"Cuentas por cobrar ingresos sin contraprestación, sector externo c/p - Pérdidas por deterioro",S,0,6,1.1.04.08.03,Asset
1.1.04.99,Cuenta por cobrar por otros ingresos a corto plazo,N,1,4,1.1.04,Asset
1.1.04.99.01,Cuenta por cobrar otros ingresos sector privado a corto plazo,N,1,5,1.1.04.99,Asset
1.1.04.99.01.01,Cuenta por cobrar otros ingresos al sector privado c/p - Capital,S,0,6,1.1.04.99.01,Asset
1.1.04.99.01.99,Cuentas por cobrar otros ingresos al sector privado c/p - Pérdidas por deterioro,S,0,6,1.1.04.99.01,Asset
1.1.04.99.02,Cuentas por cobrar otros ingresos sector público a corto plazo,N,1,5,1.1.04.99,Asset
1.1.04.99.02.01,Cuentas por cobrar otros ingresos al sector público c/p - Capital,S,0,6,1.1.04.99.02,Asset
1.1.04.99.02.99,Cuentas por cobrar otros ingresos al sector público c/p - Pérdidas por deterioro,S,0,6,1.1.04.99.02,Asset
1.1.04.99.03,Cuentas por cobrar por otros ingresos al sector externo a corto plazo,N,1,5,1.1.04.99,Asset
1.1.04.99.03.01,Cuentas por cobrar otros ingresos al sector externo c/p - Capital,S,0,6,1.1.04.99.03,Asset
1.1.04.99.03.99,Cuenta por cobrar otros ingresos al sector externo c/p - Pérdidas por deterioro,S,0,6,1.1.04.99.03,Asset
1.1.05,Inventarios,N,1,3,1.1,Asset
1.1.05.01,Materiales y suministros para consumo y prestación de servicios,N,1,4,1.1.05,Asset
1.1.05.01.01,Alimentos y productos agroforestales,N,1,5,1.1.05.01,Asset
1.1.05.01.01.01,Alimentos y productos agroforestales,S,0,6,1.1.05.01.01,Asset
1.1.05.01.01.99,Alimentos y productos agroforestales - Pérdidas por deterioro,S,0,6,1.1.05.01.01,Asset
1.1.05.01.02,Textiles y vestuarios,N,1,5,1.1.05.01,Asset
1.1.05.01.02.01,Textiles y vestuarios,S,0,6,1.1.05.01.02,Asset
1.1.05.01.02.99,Textiles y vestuarios - Pérdidas por deterioro,S,0,6,1.1.05.01.02,Asset
1.1.05.01.03,"Productos de papel, cartón e impresos",N,1,5,1.1.05.01,Asset
1.1.05.01.03.01,"Productos de papel, cartón e impresos",S,0,6,1.1.05.01.03,Asset
1.1.05.01.03.99,"Productos de papel, cartón e impresos - Pérdidas por deterioro",S,0,6,1.1.05.01.03,Asset
1.1.05.01.04,Materiales y útiles médicos,N,1,5,1.1.05.01,Asset
1.1.05.01.04.01,Materiales y útiles médicos,S,0,6,1.1.05.01.04,Asset
1.1.05.01.04.99,Materiales y útiles médicos - Pérdidas por deterioro,S,0,6,1.1.05.01.04,Asset
1.1.05.01.05,"Productos de cuero, caucho y plástico",N,1,5,1.1.05.01,Asset
1.1.05.01.05.01,"Productos de cuero, caucho y plástico",S,0,6,1.1.05.01.05,Asset
1.1.05.01.05.99,"Productos de cuero, caucho y plástico - Pérdidas por deterioro",S,0,6,1.1.05.01.05,Asset
1.1.05.01.06,Productos de minerales metálicos y no metálicos,N,1,5,1.1.05.01,Asset
1.1.05.01.06.01,Productos de minerales metálicos y no metálicos,S,0,6,1.1.05.01.06,Asset
1.1.05.01.06.99,Productos de minerales metálicos y no metálicos - Pérdidas por deterioro,S,0,6,1.1.05.01.06,Asset
1.1.05.01.07,"Combustibles, lubricantes, productos químicos y conexos",N,1,5,1.1.05.01,Asset
1.1.05.01.07.01,"Combustibles, lubricantes, productos químicos y conexos",S,0,6,1.1.05.01.07,Asset
1.1.05.01.07.99,"Combustibles, lubricantes, productos químicos y conexos - Pérdidas por deterioro",S,0,6,1.1.05.01.07,Asset
1.1.05.01.08,"Materiales y suministros de defensa, orden público, protección y seguridad",N,1,5,1.1.05.01,Asset
1.1.05.01.08.01,"Materiales y suministros de defensa, orden público, protección y seguridad",S,0,6,1.1.05.01.08,Asset
1.1.05.01.08.99,"Materiales y suministros de defensa, orden público, protección y seguridad - Pérdidas por deterioro",S,0,6,1.1.05.01.08,Asset
1.1.05.01.09,Repuestos y accesorios para maquinaria y equipos,N,1,5,1.1.05.01,Asset
1.1.05.01.09.01,Repuestos y accesorios para maquinaria y equipos,S,0,6,1.1.05.01.09,Asset
1.1.05.01.09.99,Repuestos y accesorios para maquinaria y equipos - Pérdidas por deterioro,S,0,6,1.1.05.01.09,Asset
1.1.05.01.99,Materiales y suministros varios,N,1,5,1.1.05.01,Asset
1.1.05.01.99.01,Materiales y suministros varios,S,0,6,1.1.05.01.99,Asset
1.1.05.01.99.99,Materiales y suministros varios - Pérdidas por deterioro,S,0,6,1.1.05.01.99,Asset
1.1.05.02,Materias primas y materiales para la producción,N,1,4,1.1.05,Asset
1.1.05.02.01,Insumos alimenticios y agroforestales,N,1,5,1.1.05.02,Asset
1.1.05.02.01.01,Insumos alimenticios y agroforestales,S,0,6,1.1.05.02.01,Asset
1.1.05.02.01.99,Insumos alimenticios y agroforestales - Pérdidas por deterioro,S,0,6,1.1.05.02.01,Asset
1.1.05.02.02,Insumos textiles,N,1,5,1.1.05.02,Asset
1.1.05.02.02.01,Insumos textiles,S,0,6,1.1.05.02.02,Asset
1.1.05.02.02.99,Insumos textiles - Pérdidas por deterioro,S,0,6,1.1.05.02.02,Asset
1.1.05.02.03,Insumos de papel y cartón,N,1,5,1.1.05.02,Asset
1.1.05.02.03.01,Insumos de papel y cartón,S,0,6,1.1.05.02.03,Asset
1.1.05.02.03.99,Insumos de papel y cartón - Pérdidas por deterioro,S,0,6,1.1.05.02.03,Asset
1.1.05.02.04,Insumos medicinales,N,1,5,1.1.05.02,Asset
1.1.05.02.04.01,Insumos medicinales,S,0,6,1.1.05.02.04,Asset
1.1.05.02.04.99,Insumos medicinales - Pérdidas por deterioro,S,0,6,1.1.05.02.04,Asset
1.1.05.02.05,"Insumos de cuero, caucho y plástico",N,1,5,1.1.05.02,Asset
1.1.05.02.05.01,"Insumos de cuero, caucho y plástico",S,0,6,1.1.05.02.05,Asset
1.1.05.02.05.99,"Insumos de cuero, caucho y plástico - Pérdidas por deterioro",S,0,6,1.1.05.02.05,Asset
1.1.05.02.06,Insumos minerales metálicos y no metálicos,N,1,5,1.1.05.02,Asset
1.1.05.02.06.01,Insumos minerales metálicos y no metálicos,S,0,6,1.1.05.02.06,Asset
1.1.05.02.06.99,Insumos minerales metálicos y no metálicos - Pérdidas por deterioro,S,0,6,1.1.05.02.06,Asset
1.1.05.02.07,"Insumos combustibles, lubricantes, químicos y conexos",N,1,5,1.1.05.02,Asset
1.1.05.02.07.01,"Insumos combustibles, lubricantes, químicos y conexos",S,0,6,1.1.05.02.07,Asset
1.1.05.02.07.99,"Insumos combustibles, lubricantes, químicos y conexos - Pérdidas por deterioro",S,0,6,1.1.05.02.07,Asset
1.1.05.02.99,Insumos varios,N,1,5,1.1.05.02,Asset
1.1.05.02.99.01,Insumos varios,S,0,6,1.1.05.02.99,Asset
1.1.05.02.99.99,Insumos varios - Pérdidas por deterioro,S,0,6,1.1.05.02.99,Asset
1.1.05.03,Inventario de productos en proceso,N,1,4,1.1.05,Asset
1.1.05.03.01,Alimentos y productos agroforestales en proceso,N,1,5,1.1.05.03,Asset
1.1.05.03.01.01,Alimentos y productos agroforestales en proceso,S,0,6,1.1.05.03.01,Asset
1.1.05.03.01.99,Alimentos y productos agroforestales en proceso - Pérdidas por deterioro,S,0,6,1.1.05.03.01,Asset
1.1.05.03.02,Textiles y vestuarios en proceso,N,1,5,1.1.05.03,Asset
1.1.05.03.02.01,Textiles y vestuarios en proceso,S,0,6,1.1.05.03.02,Asset
1.1.05.03.02.99,Textiles y vestuarios en proceso - Pérdidas por deterioro,S,0,6,1.1.05.03.02,Asset
1.1.05.03.03,"Productos de papel, cartón e impresos en proceso",N,1,5,1.1.05.03,Asset
1.1.05.03.03.01,"Productos de papel, cartón e impresos en proceso",S,0,6,1.1.05.03.03,Asset
1.1.05.03.03.99,"Productos de papel, cartón e impresos en proceso- Pérdidas por deterioro",S,0,6,1.1.05.03.03,Asset
1.1.05.03.04,Materiales y útiles médicos en proceso,N,1,5,1.1.05.03,Asset
1.1.05.03.04.01,Materiales y útiles médicos en proceso,S,0,6,1.1.05.03.04,Asset
1.1.05.03.04.99,Materiales y útiles médicos en proceso - Pérdidas por deterioro,S,0,6,1.1.05.03.04,Asset
1.1.05.03.05,"Productos de cuero, caucho y plástico en proceso",N,1,5,1.1.05.03,Asset
1.1.05.03.05.01,"Productos de cuero, caucho y plástico en proceso",S,0,6,1.1.05.03.05,Asset
1.1.05.03.05.99,"Productos de cuero, caucho y plástico en proceso - Pérdidas por deterioro",S,0,6,1.1.05.03.05,Asset
1.1.05.03.06,Productos de minerales metálicos y no metálicos en proceso,N,1,5,1.1.05.03,Asset
1.1.05.03.06.01,Productos de minerales metálicos y no metálicos en proceso,S,0,6,1.1.05.03.06,Asset
1.1.05.03.06.99,Productos de minerales metálicos y no metálicos en proceso - Pérdidas por deterioro,S,0,6,1.1.05.03.06,Asset
1.1.05.03.07,"Combustibles, lubricantes, productos químicos y conexos en proceso",N,1,5,1.1.05.03,Asset
1.1.05.03.07.01,"Combustibles, lubricantes, productos químicos y conexos en proceso",S,0,6,1.1.05.03.07,Asset
1.1.05.03.07.99,"Combustibles, lubricantes, productos químicos y conexos en proceso - Pérdidas por deterioro",S,0,6,1.1.05.03.07,Asset
1.1.05.03.08,"Materiales y suministros de defensa, orden público, protección y seguridad en proceso",N,1,5,1.1.05.03,Asset
1.1.05.03.08.01,"Materiales y suministros de defensa, orden público, protección y seguridad en proceso",S,0,6,1.1.05.03.08,Asset
1.1.05.03.08.99,"Materiales y suministros de defensa, orden público, protección y seguridad en proceso - Pérdidas por deterioro",S,0,6,1.1.05.03.08,Asset
1.1.05.03.09,Repuestos y accesorios para maquinaria y equipos en proceso,N,1,5,1.1.05.03,Asset
1.1.05.03.09.01,Repuestos y accesorios para maquinaria y equipos en proceso,S,0,6,1.1.05.03.09,Asset
1.1.05.03.09.99,Repuestos y accesorios para maquinaria y equipos en proceso - Pérdidas por deterioro,S,0,6,1.1.05.03.09,Asset
1.1.05.03.99,Materiales y suministros varios en proceso,N,1,5,1.1.05.03,Asset
1.1.05.03.99.01,Materiales y suministros varios en proceso,S,0,6,1.1.05.03.99,Asset
1.1.05.03.99.99,Materiales y suministros varios en proceso - Pérdidas por deterioro,S,0,6,1.1.05.03.99,Asset
1.1.05.04,Inventario de bienes en proceso,N,1,4,1.1.05,Asset
1.1.05.04.01,"Inventario de propiedad, planta y equipo en proceso",N,1,5,1.1.05.04,Asset
1.1.05.04.01.01,"Inventarios de propiedad, planta y equipo en proceso- Valores de origen",S,0,6,1.1.05.04.01,Asset
1.1.05.04.01.99,"Inventario de propiedad, planta y equipos en proceso- Pérdida por deterioro",S,0,6,1.1.05.04.01,Asset
1.1.05.04.02,Inventario de bienes de infraestructura y de beneficio y uso público en proceso,N,1,5,1.1.05.04,Asset
1.1.05.04.02.01,Bienes de infraestructura y de beneficio y uso público en proceso- Valores de origen,S,0,6,1.1.05.04.02,Asset
1.1.05.04.02.99,Bienes de infraestructura y de beneficio y uso público en proceso- Pérdida por deterioro,S,0,6,1.1.05.04.02,Asset
1.1.05.04.03,Inventario de bienes intangibles en proceso,N,1,5,1.1.05.04,Asset
1.1.05.04.03.01,Bienes intangibles en proceso- Valores de origen,S,0,6,1.1.05.04.03,Asset
1.1.05.04.03.99,Bienes intangibles en proceso- Pérdida por deterioro,S,0,6,1.1.05.04.03,Asset
1.1.05.05,Productos terminados,N,1,4,1.1.05,Asset
1.1.05.05.01,Inventario de alimentos y productos agroforestales terminados,N,1,5,1.1.05.05,Asset
1.1.05.05.01.01,Alimentos y productos agroforestales terminados,S,0,6,1.1.05.05.01,Asset
1.1.05.05.01.99,Alimentos y productos agroforestales terminados - Pérdidas por deterioro,S,0,6,1.1.05.05.01,Asset
1.1.05.05.02,Inventario de textiles y vestuarios terminados,N,1,5,1.1.05.05,Asset
1.1.05.05.02.01,Textiles y vestuarios terminados,S,0,6,1.1.05.05.02,Asset
1.1.05.05.02.99,Textiles y vestuarios terminados - Pérdidas por deterioro,S,0,6,1.1.05.05.02,Asset
1.1.05.05.03,"Inventario de productos de papel, cartón e impresos terminados",N,1,5,1.1.05.05,Asset
1.1.05.05.03.01,"Productos de papel, cartón e impresos terminados",S,0,6,1.1.05.05.03,Asset
1.1.05.05.03.99,"Productos de papel, cartón e impresos terminados- Pérdidas por deterioro",S,0,6,1.1.05.05.03,Asset
1.1.05.05.04,Inventario de materiales y útiles médicos terminados,N,1,5,1.1.05.05,Asset
1.1.05.05.04.01,Materiales y útiles médicos terminados,S,0,6,1.1.05.05.04,Asset
1.1.05.05.04.99,Materiales y útiles médicos terminados - Pérdidas por deterioro,S,0,6,1.1.05.05.04,Asset
1.1.05.05.05,"Inventario de productos de cuero, caucho y plástico terminados",N,1,5,1.1.05.05,Asset
1.1.05.05.05.01,"Productos de cuero, caucho y plástico terminados",S,0,6,1.1.05.05.05,Asset
1.1.05.05.05.99,"Productos de cuero, caucho y plástico terminados - Pérdidas por deterioro",S,0,6,1.1.05.05.05,Asset
1.1.05.05.06,Inventario de productos de minerales metálicos y no metálicos terminados,N,1,5,1.1.05.05,Asset
1.1.05.05.06.01,Productos de minerales metálicos y no metálicos terminados,S,0,6,1.1.05.05.06,Asset
1.1.05.05.06.99,Productos de minerales metálicos y no metálicos terminados - Pérdidas por deterioro,S,0,6,1.1.05.05.06,Asset
1.1.05.05.07,"Inventario de combustibles, lubricantes, productos químicos y conexos terminados",N,1,5,1.1.05.05,Asset
1.1.05.05.07.01,"Combustibles, lubricantes, productos químicos y conexos terminados",S,0,6,1.1.05.05.07,Asset
1.1.05.05.07.99,"Combustibles, lubricantes, productos químicos y conexos terminados - Pérdidas por deterioro",S,0,6,1.1.05.05.07,Asset
1.1.05.05.08,"Inventario de materiales y suministros de defensa, orden público, protección y seguridad terminados",N,1,5,1.1.05.05,Asset
